REF_DATE,GEO,Violations,Statistics,VALUE
2013,Canada,Counterfeiting [3420],"Rate per 100,000 population",1.8
2014,Canada,Counterfeiting [3420],"Rate per 100,000 population",1.65
2015,Canada,Counterfeiting [3420],"Rate per 100,000 population",1.89
2016,Canada,Counterfeiting [3420],"Rate per 100,000 population",2.23
2017,Canada,Counterfeiting [3420],"Rate per 100,000 population",2.57
2018,Canada,Counterfeiting [3420],"Rate per 100,000 population",2.94
2019,Canada,Counterfeiting [3420],"Rate per 100,000 population",3.09
2020,Canada,Counterfeiting [3420],"Rate per 100,000 population",2.19
2000,Canada,Total weapons violations [310],Actual incidents,13003
2001,Canada,Total weapons violations [310],Actual incidents,12964
2002,Canada,Total weapons violations [310],Actual incidents,13174
2003,Canada,Total weapons violations [310],Actual incidents,14585
2004,Canada,Total weapons violations [310],Actual incidents,15393
2005,Canada,Total weapons violations [310],Actual incidents,16318
2006,Canada,Total weapons violations [310],Actual incidents,16307
2007,Canada,Total weapons violations [310],Actual incidents,15841
2008,Canada,Total weapons violations [310],Actual incidents,15246
2009,Canada,Total weapons violations [310],Actual incidents,14987
2010,Canada,Total weapons violations [310],Actual incidents,15038
2011,Canada,Total weapons violations [310],Actual incidents,14003
2012,Canada,Total weapons violations [310],Actual incidents,13992
2013,Canada,Total weapons violations [310],Actual incidents,13733
2014,Canada,Total weapons violations [310],Actual incidents,13930
2015,Canada,Total weapons violations [310],Actual incidents,14535
2016,Canada,Total weapons violations [310],Actual incidents,15240
2017,Canada,Total weapons violations [310],Actual incidents,15870
2018,Canada,Total weapons violations [310],Actual incidents,16589
2019,Canada,Total weapons violations [310],Actual incidents,18733
2020,Canada,Total weapons violations [310],Actual incidents,19485
2000,Canada,Total weapons violations [310],"Rate per 100,000 population",42.37
2001,Canada,Total weapons violations [310],"Rate per 100,000 population",41.79
2002,Canada,Total weapons violations [310],"Rate per 100,000 population",42.02
2003,Canada,Total weapons violations [310],"Rate per 100,000 population",46.1
2004,Canada,Total weapons violations [310],"Rate per 100,000 population",48.19
2005,Canada,Total weapons violations [310],"Rate per 100,000 population",50.61
2006,Canada,Total weapons violations [310],"Rate per 100,000 population",50.07
2007,Canada,Total weapons violations [310],"Rate per 100,000 population",48.17
2008,Canada,Total weapons violations [310],"Rate per 100,000 population",45.86
2009,Canada,Total weapons violations [310],"Rate per 100,000 population",44.57
2010,Canada,Total weapons violations [310],"Rate per 100,000 population",44.22
2011,Canada,Total weapons violations [310],"Rate per 100,000 population",40.78
2012,Canada,Total weapons violations [310],"Rate per 100,000 population",40.31
2013,Canada,Total weapons violations [310],"Rate per 100,000 population",39.14
2014,Canada,Total weapons violations [310],"Rate per 100,000 population",39.31
2015,Canada,Total weapons violations [310],"Rate per 100,000 population",40.71
2016,Canada,Total weapons violations [310],"Rate per 100,000 population",42.2
2017,Canada,Total weapons violations [310],"Rate per 100,000 population",43.43
2018,Canada,Total weapons violations [310],"Rate per 100,000 population",44.76
2019,Canada,Total weapons violations [310],"Rate per 100,000 population",49.83
2020,Canada,Total weapons violations [310],"Rate per 100,000 population",51.27
2011,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,0
2012,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,0
2013,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,0
2014,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,0
2015,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,956
2016,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,3750
2017,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,4533
2018,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,4125
2019,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,5659
2020,Canada,"Making, or distribution of child pornography [3456]",Actual incidents,7215
2011,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",0
2012,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",0
2013,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",0
2014,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",0
2015,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",2.68
2016,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",10.39
2017,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",12.4
2018,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",11.13
2019,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",15.05
2020,Canada,"Making, or distribution of child pornography [3456]","Rate per 100,000 population",18.98
2000,Canada,Total prostitution [320],Actual incidents,5051
2001,Canada,Total prostitution [320],Actual incidents,5087
2002,Canada,Total prostitution [320],Actual incidents,5770
2003,Canada,Total prostitution [320],Actual incidents,5688
2004,Canada,Total prostitution [320],Actual incidents,6452
2005,Canada,Total prostitution [320],Actual incidents,5787
2006,Canada,Total prostitution [320],Actual incidents,5679
2007,Canada,Total prostitution [320],Actual incidents,4668
2008,Canada,Total prostitution [320],Actual incidents,3820
2009,Canada,Total prostitution [320],Actual incidents,3534
2010,Canada,Total prostitution [320],Actual incidents,3020
2011,Canada,Total prostitution [320],Actual incidents,2452
2012,Canada,Total prostitution [320],Actual incidents,2102
2013,Canada,Total prostitution [320],Actual incidents,2046
2014,Canada,Total prostitution [320],Actual incidents,1046
2015,Canada,Total prostitution [320],Actual incidents,150
2016,Canada,Total prostitution [320],Actual incidents,195
2017,Canada,Total prostitution [320],Actual incidents,122
2018,Canada,Total prostitution [320],Actual incidents,115
2019,Canada,Total prostitution [320],Actual incidents,139
2020,Canada,Total prostitution [320],Actual incidents,66
2000,Canada,Total prostitution [320],"Rate per 100,000 population",16.46
2001,Canada,Total prostitution [320],"Rate per 100,000 population",16.4
2002,Canada,Total prostitution [320],"Rate per 100,000 population",18.4
2003,Canada,Total prostitution [320],"Rate per 100,000 population",17.98
2004,Canada,Total prostitution [320],"Rate per 100,000 population",20.2
2005,Canada,Total prostitution [320],"Rate per 100,000 population",17.95
2006,Canada,Total prostitution [320],"Rate per 100,000 population",17.44
2007,Canada,Total prostitution [320],"Rate per 100,000 population",14.19
2008,Canada,Total prostitution [320],"Rate per 100,000 population",11.49
2009,Canada,Total prostitution [320],"Rate per 100,000 population",10.51
2010,Canada,Total prostitution [320],"Rate per 100,000 population",8.88
2011,Canada,Total prostitution [320],"Rate per 100,000 population",7.14
2012,Canada,Total prostitution [320],"Rate per 100,000 population",6.06
2013,Canada,Total prostitution [320],"Rate per 100,000 population",5.83
2014,Canada,Total prostitution [320],"Rate per 100,000 population",2.95
2015,Canada,Total prostitution [320],"Rate per 100,000 population",0.42
2016,Canada,Total prostitution [320],"Rate per 100,000 population",0.54
2017,Canada,Total prostitution [320],"Rate per 100,000 population",0.33
2018,Canada,Total prostitution [320],"Rate per 100,000 population",0.31
2019,Canada,Total prostitution [320],"Rate per 100,000 population",0.37
2020,Canada,Total prostitution [320],"Rate per 100,000 population",0.17
2000,Canada,Trespass at night [3490],Actual incidents,4323
2001,Canada,Trespass at night [3490],Actual incidents,3788
2002,Canada,Trespass at night [3490],Actual incidents,3718
2003,Canada,Trespass at night [3490],Actual incidents,3606
2004,Canada,Trespass at night [3490],Actual incidents,4053
2005,Canada,Trespass at night [3490],Actual incidents,3819
2006,Canada,Trespass at night [3490],Actual incidents,3506
2007,Canada,Trespass at night [3490],Actual incidents,2936
2008,Canada,Trespass at night [3490],Actual incidents,2955
2009,Canada,Trespass at night [3490],Actual incidents,3194
2010,Canada,Trespass at night [3490],Actual incidents,3150
2011,Canada,Trespass at night [3490],Actual incidents,2954
2012,Canada,Trespass at night [3490],Actual incidents,2982
2013,Canada,Trespass at night [3490],Actual incidents,2675
2014,Canada,Trespass at night [3490],Actual incidents,2686
2015,Canada,Trespass at night [3490],Actual incidents,2750
2016,Canada,Trespass at night [3490],Actual incidents,2855
2017,Canada,Trespass at night [3490],Actual incidents,2898
2018,Canada,Trespass at night [3490],Actual incidents,2897
2019,Canada,Trespass at night [3490],Actual incidents,3238
2020,Canada,Trespass at night [3490],Actual incidents,3427
2000,Canada,Trespass at night [3490],"Rate per 100,000 population",14.09
2001,Canada,Trespass at night [3490],"Rate per 100,000 population",12.21
2002,Canada,Trespass at night [3490],"Rate per 100,000 population",11.86
2003,Canada,Trespass at night [3490],"Rate per 100,000 population",11.4
2004,Canada,Trespass at night [3490],"Rate per 100,000 population",12.69
2005,Canada,Trespass at night [3490],"Rate per 100,000 population",11.84
2006,Canada,Trespass at night [3490],"Rate per 100,000 population",10.76
2007,Canada,Trespass at night [3490],"Rate per 100,000 population",8.93
2008,Canada,Trespass at night [3490],"Rate per 100,000 population",8.89
2009,Canada,Trespass at night [3490],"Rate per 100,000 population",9.5
2010,Canada,Trespass at night [3490],"Rate per 100,000 population",9.26
2011,Canada,Trespass at night [3490],"Rate per 100,000 population",8.6
2012,Canada,Trespass at night [3490],"Rate per 100,000 population",8.59
2013,Canada,Trespass at night [3490],"Rate per 100,000 population",7.62
2014,Canada,Trespass at night [3490],"Rate per 100,000 population",7.58
2015,Canada,Trespass at night [3490],"Rate per 100,000 population",7.7
2016,Canada,Trespass at night [3490],"Rate per 100,000 population",7.91
2017,Canada,Trespass at night [3490],"Rate per 100,000 population",7.93
2018,Canada,Trespass at night [3490],"Rate per 100,000 population",7.82
2019,Canada,Trespass at night [3490],"Rate per 100,000 population",8.61
2020,Canada,Trespass at night [3490],"Rate per 100,000 population",9.02
2005,Canada,Public incitement of hatred [3560],Actual incidents,
2006,Canada,Public incitement of hatred [3560],Actual incidents,1
2007,Canada,Public incitement of hatred [3560],Actual incidents,7
2008,Canada,Public incitement of hatred [3560],Actual incidents,16
2009,Canada,Public incitement of hatred [3560],Actual incidents,23
2010,Canada,Public incitement of hatred [3560],Actual incidents,43
2011,Canada,Public incitement of hatred [3560],Actual incidents,16
2012,Canada,Public incitement of hatred [3560],Actual incidents,36
2013,Canada,Public incitement of hatred [3560],Actual incidents,40
2014,Canada,Public incitement of hatred [3560],Actual incidents,50
2015,Canada,Public incitement of hatred [3560],Actual incidents,51
2016,Canada,Public incitement of hatred [3560],Actual incidents,69
2017,Canada,Public incitement of hatred [3560],Actual incidents,122
2018,Canada,Public incitement of hatred [3560],Actual incidents,77
2019,Canada,Public incitement of hatred [3560],Actual incidents,92
2020,Canada,Public incitement of hatred [3560],Actual incidents,112
2005,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",
2006,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0
2007,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.02
2008,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.05
2009,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.07
2010,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.13
2011,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.05
2012,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.1
2013,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.11
2014,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.14
2015,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.14
2016,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.19
2017,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.33
2018,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.21
2019,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.24
2020,Canada,Public incitement of hatred [3560],"Rate per 100,000 population",0.29
2003,Canada,Facilitate terrorist activity [3714],Actual incidents,
2004,Canada,Facilitate terrorist activity [3714],Actual incidents,0
2005,Canada,Facilitate terrorist activity [3714],Actual incidents,1
2006,Canada,Facilitate terrorist activity [3714],Actual incidents,8
2007,Canada,Facilitate terrorist activity [3714],Actual incidents,5
